spelling,pronunciation,freq,syllables
ascension,esEnSen,44,3
ascertain,@s3rt8n,49,3
ash,@S,469,1
ashamed,eS8md,1396,2
asher,@S3r,122,2
ashes,@S1z,503,2
ashore,eScr,317,2
ashtray,@Str8,166,2
asia,8Ze,270,2
asian,8Zen,276,2
aside,es5d,1212,2
asinine,@sen5n,49,3
ask,@sk,24640,1
askance,esk@ns,4,2
asked,@skt,11029,1
asking,@sk1N,6546,2
asks,@sks,852,1
asleep,eslip,2541,2
asparagus,espEreges,50,4
aspect,@spEkt,197,2
aspects,@spEkts,137,2
aspen,@spen,96,2
asphalt,@sfalt,49,2
asphyxiate,esf1ksi8t,8,4
aspirations,@sp3r8Senz,64,4
aspire,esp5r,55,2
aspirin,@sp3r1n,395,3
ass,@s,11545,1
assailant,es8lent,75,3
assassin,es@sen,302,3
assassinate,es@sen8t,96,4
assassinated,es@sen8ted,126,5
assassination,es@sen8Sen,281,5
assassins,es@senz,125,3
assault,esclt,896,2
assaulted,esclt1d,184,3
assaulting,esclt1N,60,3
assaults,esclts,47,2
assemble,esEmbel,163,3
assembled,esEmbeld,154,3
assembling,esEmbl1N,41,3
assembly,esEmbli,245,3
assert,es3rt,43,2
asses,@sez,579,2
assess,esEs,83,2
assessment,esEsment,158,3
asset,@sEt,193,2
assets,@sEts,260,2
asshole,@shol,3142,2
assholes,@sholz,573,2
assign,es5n,138,2
assigned,es5nd,618,2
assigning,es5n1N,43,3
assignment,es5nment,912,3
assignments,es5nments,180,3
assist,es1st,400,2
assistance,es1stens,558,3
assistant,es1stent,1643,3
assistants,es1stents,124,3
assisted,es1sted,87,3
assisting,es1st1N,81,3
associate,esosi8t,458,4
associate,esoSi8t,458,4
associate,esosiet,458,4
associate,esoSiet,458,4
associated,esosi8ted,200,5
associates,esosi8ts,250,4
associates,esoSi8ts,250,4
associates,esosiets,250,4
associates,esoSiets,250,4
association,esosi8Sen,414,5
assorted,escrted,49,3
assume,esum,1707,2
assumed,esumd,579,2
assumes,esumz,58,2
assuming,esum1N,566,3
assumption,es^mpSen,170,3
assumptions,es^mpSenz,72,3
assurance,eSUrens,104,3
assure,eSUr,1021,2
assured,eS3rd,316,2
assures,eSUrz,43,2
astern,est3rn,55,2
asteroid,@st3r2d,86,3
asthma,@zme,197,2
astonished,estaneSt,48,3
astonishing,estaneS1N,87,4
astounding,estOnd1N,66,3
astral,@strel,49,2
astray,estr8,76,2
astrology,estraleGi,47,4
astronaut,@strenat,202,3
astronauts,@strencts,100,3
astronomy,estranemi,67,4
astute,estut,51,2
asylum,es5lem,234,3
asystole,@s1stal,42,3
at,@t,164072,1
ate,8t,1722,1
atheist,8Tiest,55,3
athens,@Tenz,117,2
athlete,@Tlit,235,2
athletes,@Tlits,157,2
athletic,@TlEt1k,197,3
athletics,@TlEt1ks,32,3
atlanta,@tl@nte,334,3
atlantic,@tl@nt1k,504,3
atlantic,etl@nt1k,504,3
atlantis,@tl@nt1s,269,3
atlas,@tles,52,2
atmosphere,@tmesf1r,493,3
atmospheric,@tmesfErek,47,4
atom,@tem,140,2
atomic,etam1k,249,3
atoms,@temz,88,2
atone,eton,43,2
atop,etap,52,2
atrocities,etrasetiz,53,4
atrophy,@trefi,21,3
atropine,@trepin,87,3
atta,@te,102,2
attach,et@C,126,2
attached,et@Ct,623,2
attachment,et@Cment,59,3
attachments,et@Cments,44,3
attack,et@k,3853,2
attacked,et@kt,1219,2
attacker,et@k3r,73,3
attacking,et@k1N,408,3
attacks,et@ks,578,2
attagirl,@teg3rl,53,3
attain,et8n,47,2
attained,et8nd,40,2
attempt,etEmpt,975,2
attempted,etEmpted,392,3
attempting,etEmpt1N,204,3
attempts,etEmpts,220,2
attend,etEnd,715,2
attendance,etEndens,135,3
attendant,etEndent,158,3
attendants,etEndents,56,3
attended,etEnded,198,3
attending,etEnd1N,364,3
attention,etEnSen,5032,3
attentive,etEntev,66,3
attic,@t1k,400,2
attila,et1le,131,3
attire,et5r,76,2
attitude,@tetud,1330,3
attitudes,@tetudz,69,3
attorney,et3rni,2060,3
attorneys,et3rniz,219,3
attract,etr@kt,290,2
attracted,etr@kted,605,3
attracting,etr@kt1N,58,3
attraction,etr@kSen,348,3
attractive,etr@kt1v,1256,3
attracts,etr@kts,59,2
attribute,etr1bjut,45,3
attributed,etr1bjeted,44,4
auction,akSen,454,2
auction,ckSen,454,2
auction,ckSen,454,2
audacity,ad@seti,48,4
audience,adiens,1294,3
audiences,adiensez,95,4
audiences,cdiensez,95,4
audio,adio,284,3
audit,cd1t,57,2
audition,ad1Sen,705,3
auditioning,ad1Sen1N,98,4
auditions,cd1Senz,143,3
auditorium,cdetcriem,80,5
auf,Of,71,1
august,agest,520,2
august,cgest,520,2
augusta,eg^ste,44,3
auld,cld,55,1
aunt,@nt,2815,1
aunt,cnt,2815,1
auntie,@nti,401,2
auntie,cnti,401,2
aunts,@nts,79,1
aunts,ants,52,1
aunts,cnts,52,1
aunty,@nti,52,2
aunty,anti,52,2
aunty,cnti,52,2
aura,cre,93,2
aurora,crcre,125,3
auspice,csp1s,3,2
austere,cst1r,11,2
austin,cst1n,525,2
austin,csten,525,2
australia,cstr8lje,430,3
australian,cstr8ljen,110,3
austria,cstrie,146,3
austrian,cstrien,65,3
authentic,cTEnt1k,230,3
authenticity,cTent1seti,59,5
author,cT3r,405,2
authorised,cT3r5zd,46,3
authorities,eTcretiz,652,4
authority,eTcreti,1082,4
authorization,cT3rez8Sen,184,5
authorize,cT3r5z,105,3
authorized,cT3r5zd,319,3
authors,cT3rz,71,2
autistic,ct1stek,58,3
auto,cto,391,2
autobiography,cteb5agrefi,41,6
autograph,ctegr@f,416,3
autographed,ctegr@ft,60,3
autographs,ctegr@fs,113,3
automated,ctem8ted,73,4
automatic,ctem@t1k,356,4
automatically,ctem@t1keli,213,6
automatically,ctom@t1keli,213,6
automobile,ctemobil,291,4
automobiles,ctemobilz,57,4
autopilot,ctop5let,51,4
autopsy,ctapsi,489,3
autumn,ctem,193,2
auxiliary,agz1liEri,109,5
auxiliary,agz1lj3ri,109,4
ava,8ve,105,2
avail,ev8l,43,2
available,ev8lebel,1323,4
avalanche,@vel@nC,173,3
avalon,@velan,128,3
ave,@v,71,1
ave,av8,71,2
avenge,evEnG,154,2
avenged,evEnGd,44,2
avenger,evEnG3r,120,3
avenue,@venu,861,3
average,@v3r1G,849,3
average,@vr1G,849,2
aversion,ev3rZen,68,3
avert,ev3rt,30,2
aviation,8vi8Sen,73,4
aviator,8vi8t3r,28,4
avid,@v1d,25,2
avocado,@vekado,62,4
avocado,avekado,62,4
avoid,ev2d,1239,2
avoided,ev2ded,134,3
avoiding,ev2d1N,348,3
aw,c,2079,1
await,ew8t,181,2
awaiting,ew8t1N,192,3
awaits,ew8ts,199,2
awake,ew8k,1362,2
awaken,ew8ken,125,3
awakened,ew8kend,106,3
awakening,ew8ken1N,63,4
award,ewcrd,657,2
awarded,ewcrded,126,3
awards,ewcrdz,247,2
aware,ewEr,1818,2
awareness,ewErnes,115,3
away,ew8,37276,2
awe,a,134,1
awe,c,134,1
awesome,csem,1600,2
awful,cfel,3234,2
awfully,cfeli,1035,3
awhile,ew5l,483,2
awkward,ckwerd,730,2
awning,an1N,24,2
awoke,ewok,67,2
awol,8wcl,117,2
awry,er5,28,2
ax,@ks,221,1
axe,@ks,249,1
axel,@ksel,132,2
axis,@ks1s,81,2
axle,@ksel,63,2
ayatollah,5etole,13,4
aycock,8kak,1,2
aye,5,2236,1
aztec,@ztEk,56,2
baa,b@,52,1
baa,ba,52,1
babble,b@bel,44,2
babbling,b@bl1N,158,2
babe,b8b,1814,1
babes,b8bz,177,1
babies,b8biz,1704,2
baboon,bebun,87,2
baby,b8bi,25978,2
babyish,b8bi1S,5,3
babylon,b@belan,120,3
babysit,b8bis1t,104,3
babysitter,b8bis1t3r,236,4
babysitting,b8bis1t1N,138,4
bach,bak,102,1
bachelor,b@Cel3r,504,3
bachelor,b@Cel3r,504,3
bachelor,b@Cl3r,504,2
bachelor,b@Cl3r,504,2
bachelorette,b@Cl3rEt,82,3
bachelorette,b@ClerEt,82,3
bachelors,b@Cl3rz,69,2
back,b@k,102467,1
backbone,b@kbon,84,2
backdoor,b@kdcr,30,2
backed,b@kt,382,1
backer,b@k3r,54,2
backfire,b@kf5r,44,2
backfired,b@kf5rd,53,2
background,b@kgrOnd,899,2
backgrounds,b@kgrOndz,49,2
backing,b@k1N,324,2
backpack,b@kp@k,186,2
backs,b@ks,400,1
backseat,b@ksit,117,2
backside,b@ks5d,85,2
backstage,b@kst8G,261,2
backup,b@kep,862,2
backward,b@kw3rd,159,2
backwards,b@kw3rdz,667,2
backyard,b@kjard,369,2
bacon,b8ken,605,2
bacteria,b@kt1rie,155,4
bad,b@d,27804,1
badass,b@d@s,75,2
baddest,b@dest,64,2
bade,b8d,22,1
badge,b@G,778,1
badger,b@G3r,89,2
badgering,b@G3r1N,53,3
badges,b@Gez,102,2
badly,b@dli,1336,2
badness,b@dnes,29,2
baffled,b@feld,47,2
bag,b@g,4796,1
bagel,b8gel,156,2
bagels,b8gelz,96,2
bagful,b@gfUl,5,2
baggage,b@g1G,318,2
bagged,b@gd,95,1
baggie,b@gi,21,2
bagging,b@g1N,43,2
baggy,b@gi,48,2
baghdad,b@gd@d,74,2
bags,b@gz,1456,1
bah,ba,100,1
bahamas,behamez,109,3
bail,b8l,885,1
bailed,b8ld,144,1
bailey,b8li,394,2
bailiff,b8l1f,110,2
bailiff,b8lef,110,2
bailing,b8l1N,72,2
bait,b8t,496,1
baits,b8ts,9,1
baja,baha,96,2
bake,b8k,323,1
baked,b8kt,341,1
baker,b8k3r,698,2
bakersfield,b8k3rzfild,53,3
bakery,b8k3ri,179,3
bakes,b8ks,27,1
baking,b8k1N,177,2
balance,b@lens,764,2
balanced,b@lenst,121,2
balancing,b@lens1N,41,3
balboa,b@lboe,228,3
balcony,b@lkeni,373,3
bald,bcld,496,1
baldness,baldnes,12,2
baldness,bcldnes,12,2
baldrick,baldrek,354,2
baldrick,bcldrek,354,2
baldy,baldi,56,2
bale,b8l,104,1
bali,bali,114,2
balk,bck,3,1
ball,bal,5353,1
ballad,b@led,72,2
ballard,b@l3rd,78,2
ballast,b@lest,60,2
ballerina,b@l3rine,118,4
ballet,b@l8,523,2
ballgame,bclg8m,52,2
ballistic,bel1st1k,59,3
ballistics,bel1st1ks,120,3
ballon,b@len,41,2
balloon,belun,442,2
balloons,belunz,239,2
ballot,b@let,69,2
ballpark,bclpark,89,2
ballroom,bclrum,220,2
balls,bclz,2048,1
balm,balm,30,1
baloney,beloni,154,3
baltimore,bcltemcr,362,3
bam,b@m,361,1
bamboo,b@mbu,80,2
ban,b@n,160,1
banana,ben@ne,547,3
bananas,ben@nez,278,3
band,b@nd,2724,1
bandage,b@nd1G,146,2
bandages,b@nd1Gez,168,3
bandaid,b@nd8d,3,2
bandit,b@nd1t,191,2
bandits,b@ndets,211,2
bands,b@ndz,274,1
bandstand,b@ndst@nd,41,2
bane,b8n,94,1
bang,b@N,1019,1
banged,b@Nd,160,1
banging,b@N1N,436,2
bangkok,b@Nkak,112,2
bangs,b@Nz,92,1
banish,b@n1S,69,2
banished,b@n1St,100,2
banister,b@nest3r,67,3
banjo,b@nGo,83,2
bank,b@Nk,4334,1
banker,b@Nk3r,243,2
bankers,b@Nk3rz,110,2
banking,b@Nk1N,152,2
bankroll,b@Nkrol,56,2
bankrupt,b@Nkr^pt,143,2
bankruptcy,b@Nkreptsi,121,3
banks,b@Nks,811,1
banned,b@nd,137,1
banner,b@n3r,302,2
bannerman,b@n3rmen,50,3
banners,b@n3rz,41,2
banning,b@n1N,53,2
bannister,b@n1st3r,219,3
bannister,b@nest3r,219,3
banquet,b@Nkwet,263,2
banshee,b@nSi,57,2
banter,b@nt3r,70,2
banzai,banz5,79,2
baptism,b@pt1zm,61,2
baptist,b@pt1st,118,2
baptist,b@ptest,118,2
baptize,b@pt5z,37,2
baptized,b@pt5zd,100,2
bar,bar,4385,1
barb,barb,118,1
barbados,barb8dos,64,3
barbara,barbere,1154,3
barbarian,barbErien,92,4
barbarians,barbErienz,64,4
barbaric,barb@rek,72,3
barbaric,barbErek,72,3
barbecue,barb1kju,456,3
barbecued,barbekjud,43,3
barbed,barbd,67,1
barber,barb3r,279,2
barbershop,barb3rSap,108,3
barbie,barbi,219,2
barbwire,barbw5r,2,2
barcelona,barselone,100,4
bard,bard,41,1
bare,bEr,425,1
barefoot,bErfUt,121,2
barefooted,bErfUted,9,3
barely,bErli,1482,2
barf,barf,100,1
barfs,barfs,1,1
bargain,bargen,612,2
bargaining,bargen1N,106,3
barge,barG,198,1
barging,barG1N,90,2
bark,bark,280,1
barkeep,barkip,50,2
barker,bark3r,149,2
barking,bark1N,459,2
barks,barks,164,1
barley,barli,46,2
barlow,barlo,116,2
barn,barn,693,1
barnaby,barnebi,120,3
barney,barni,1003,2
barnyard,barnjard,45,2
baron,b@ren,687,2
baron,b@ren,687,2
baron,bEren,687,2
baron,bEren,687,2
baroness,bErenes,134,3
barons,b@renz,50,2
barons,bErenz,50,2
barrack,b@rek,18,2
barrack,bErek,18,2
barracks,b@reks,226,2
barracks,bEreks,226,2
barracuda,bErekude,35,4
barrage,beraZ,53,2
barre,bar,1,1
barred,bard,64,1
barrel,b@rel,542,2
barrel,bErel,542,2
barrels,b@relz,144,2
barren,b@ren,75,2
barren,bEren,75,2
barrette,berEt,8,2
barricade,b@rek8d,75,3
barricade,bErek8d,75,3
barricades,b@rek8dz,42,3
barricades,bErek8dz,42,3
barrier,b@ri3r,173,3
barrier,bEri3r,173,3
barriers,b@ri3rz,47,3
barriers,bEri3rz,47,3
barrister,b@rest3r,41,3
barrister,bErest3r,41,3
barrow,b@ro,61,2
barrow,bEro,61,2
barry,b@ri,1013,2
barry,bEri,1013,2
bars,barz,916,1
bart,bart,345,1
bartender,bartEnd3r,498,3
bartenders,bartEnd3rz,42,3
barter,bart3r,46,2
bartlett,bartlet,125,2
barton,barten,228,2
bas,b@s,9,1
base,b8s,1804,1
baseball,b8sbcl,1288,2
based,b8st,1357,1
basement,b8sment,1074,2
bases,b8s1z,182,2
bases,b8sez,182,2
bases,b8siz,182,2
bash,b@S,167,1
bashed,b@St,58,1
bashful,b@Sfel,63,2
basic,b8s1k,794,2
basically,b8s1keli,1327,4
basics,b8s1ks,114,2
basil,b@zel,69,2
basil,b8zel,69,2
basin,b8sen,96,2
basis,b8s1s,609,2
bask,b@sk,29,1
basket,b@sk1t,672,2
basketball,b@sketbcl,1091,3
baskets,b@skets,86,2
bass,b@s,385,1
bass,b8s,385,1
bastard,b@st3rd,3348,2
bastards,b@st3rdz,943,2
baste,b8st,18,1
bat,b@t,1052,1
batch,b@C,212,1
bate,b8t,3,1
bateman,b8tmen,103,2
bates,b8ts,213,1
bath,b@T,1587,1
bathe,b8D,128,1
bathed,b8Dd,71,1
bathes,b8Dz,12,1
bathing,b8D1N,379,2
bathrobe,b@Trob,85,2
bathroom,b@Trum,3145,2
bathrooms,b@Trumz,138,2
baths,b@Ts,161,1
bathtub,b@Tt^b,311,2
batman,b@tm@n,239,2
baton,betan,145,2
bats,b@ts,309,1
battalion,bet@ljen,298,3
batter,b@t3r,203,2
battered,b@t3rd,57,2
batteries,b@t3riz,405,3
battery,b@t3ri,633,3
batting,b@t1N,164,2
battle,b@tel,2155,2
battlefield,b@telfild,165,3
battles,b@telz,260,2
battleship,b@telS1p,87,3
battling,b@tl1N,127,2
bavarian,bevErien,45,4
bawling,bal1N,43,2
bawling,bcl1N,43,2
baxter,b@kst3r,339,2
bay,b8,1236,1
bayonet,b8enEt,80,3
bayou,b5u,68,2
bazaar,bezar,58,2
bazooka,bezuke,46,3
be,bi,293085,1
beach,biC,2888,1
beachball,biCbal,3,2
beaches,biC1z,209,2
beaches,biCez,209,2
beacon,biken,197,2
bead,bid,57,1
beads,bidz,180,1
beagle,bigel,64,2
beak,bik,107,1
beaker,bik3r,22,2
beam,bim,445,1
beamed,bimd,48,1
beaming,bim1N,42,2
beams,bimz,137,1
bean,bin,349,1
beanie,bini,78,2
beans,binz,736,1
bear,bEr,2928,1
beard,b1rd,643,1
bearded,b1rded,65,2
beardy,b1rdi,1,2
bearer,bEr3r,92,2
bearing,bEr1N,486,2
bearings,bEreNz,85,2
bearlike,bErl5k,1,2
bears,bErz,581,1
beast,bist,1252,1
beasts,bists,190,1
beat,bit,6716,1
beaten,biten,611,2
beating,bit1N,1160,2
beatings,bit1Nz,68,2
beatles,bitelz,153,2
beatrice,bietres,172,3
beats,bits,767,1
beau,bo,298,1
beaucoup,boku,57,2
beaucoup,buku,57,2
beaufort,bof3rt,53,2
beaumont,bomcnt,131,2
beaut,bjut,66,1
beauties,bjutiz,129,2
beautiful,bjutefel,14266,3
beautifully,bjutefeli,357,4
beauty,bjuti,2460,2
beaver,biv3r,246,2
became,b1k8m,2435,2
became,bik8m,2435,2
because,b1k^z,54622,2
because,b1kaz,54622,2
because,b1kcz,54622,2
because,b1kez,54622,2
beck,bEk,195,1
becker,bEk3r,127,2
becket,bEket,68,2
beckett,bEket,148,2
become,b1k^m,5894,2
becomes,b1k^mz,1231,2
becoming,b1k^m1N,1167,3
bed,bEd,9543,1
bedbug,bEdb^g,15,2
bedbugs,bEdb^gz,44,2
bedding,bEd1N,38,2
bedlam,bEdlem,62,2
bedpan,bEdp@n,48,2
bedroom,bEdrum,1872,2
bedrooms,bEdrumz,152,2
beds,bEdz,437,1
bedside,bEds5d,98,2
bedtime,bEdt5m,316,2
bee,bi,528,1
beech,biC,18,1
beecher,biC3r,41,2
beef,bif,1005,1
beehive,bih5v,44,2
beek,bik,6,1
been,b1n,88573,1
beep,bip,332,1
beeper,bip3r,144,2
beeping,bip1N,329,2
beeps,bips,153,1
beer,b1r,3850,1
beers,b1rz,548,1
bees,biz,272,1
beet,bit,14,1
beethoven,b8toven,202,3
beetle,bitel,105,2
beetles,bitelz,65,2
beets,bits,52,1
before,b1fcr,40501,2
beforehand,b1fcrh@nd,74,3
beg,bEg,2600,1
began,b1g@n,1658,2
began,big@n,1658,2
beggar,bEg3r,126,2
beggars,bEg3rz,97,2
begged,bEgd,371,1
begging,bEg1N,766,2
begin,b1g1n,2906,2
beginner,b1g1n3r,99,3
beginning,b1g1n1N,3219,3
beginnings,beg1n1Nz,65,3
begins,b1g1nz,844,2
begs,bEgz,72,1
beguile,b1g5l,10,2
begun,b1g^n,538,2
begun,b1gen,538,2
behalf,b1h@f,620,2
behave,b1h8v,828,2
behaved,beh8vd,152,2
behaves,beh8vz,40,2
behaving,b1h8v1N,198,3
behavior,b1h8vj3r,1142,3
behavioral,beh8vj3rel,79,4
behavioral,bih8vj3rel,79,4
behaviour,b1h8vj3r,275,3
behind,b1h5nd,9581,2
behold,b1hold,303,2
beige,b8Z,69,1
being,bi1N,24781,2
beings,bi1Nz,599,2
beirut,b8rut,70,2
bel,bEl,60,1
bela,bEle,89,2
belch,bElC,37,1
belfast,bElf@st,43,2
belgian,bElGen,48,2
belgium,bElGem,65,2
belie,b1l5,9,2
belief,b1lif,388,2
beliefs,b1lifs,199,2
believable,b1livebel,72,4
believe,b1liv,31882,2
believed,b1livd,1788,2
believer,b1liv3r,174,3
believers,b1liv3rz,44,3
believes,b1livz,885,2
believeth,b1liveT,54,3
believing,b1liv1N,532,3
bell,bEl,2006,1
bellboy,bElb2,63,2
belle,bEl,413,1
bellevue,bElvju,60,2
bellicosity,bElekaseti,3,5
bellies,bEliz,87,2
belligerence,bel1G3rens,1,4
belligerent,bel1G3rent,33,4
bellman,bElmen,55,2
bellows,bEloz,41,2
bells,bElz,671,1
belly,bEli,794,2
bellyache,bEli8k,15,3
bellyful,bElifUl,30,3
belong,b1l^N,2263,2
belonged,b1lcNd,510,2
belonging,b1lcN1N,105,3
belongings,b1lcN1Nz,154,3
belongs,b1lcNz,1423,2
beloved,b1l^vd,651,2
beloved,b1l^ved,651,3
below,b1lo,1430,2
below,bilo,1430,2
belt,bElt,1242,1
belts,bElts,254,1
ben,bEn,4994,1
bench,bEnC,493,1
bend,bEnd,768,1
bender,bEnd3r,211,2
bending,bEnd1N,122,2
bends,bEndz,77,1
beneath,b1niT,593,2
benedict,bEned1kt,162,3
benefactor,bEnef@kt3r,86,4
beneficial,bEnef1Sel,40,4
beneficiary,bEnef1SiEri,69,6
benefit,bEnef1t,732,3
benefits,bEnef1ts,379,3
benign,ben5n,58,2
benjamin,bEnGemen,487,3
benny,bEni,849,2
bent,bEnt,368,1
bequeath,b1kwiT,43,2
beret,bEr8,48,2
berg,b3rg,79,1
berger,b3rg3r,116,2
bergman,b3rgmen,57,2
berkeley,b3rkli,193,2
berlin,b3rl1n,685,2
bermuda,b3rmjude,177,3
bernard,b3rn3rd,662,2
bernard,b3rnard,662,2
berries,bEriz,158,2
berry,bEri,178,2
berserk,b3rz3rk,70,2
berth,b3rT,40,1
bertha,b3rTe,157,2
bertram,b3rtrem,48,2
beseech,bisiC,79,2
beside,b1s5d,774,2
beside,bis5d,774,2
besides,b1s5dz,4328,2
besides,bis5dz,4328,2
bess,bEs,58,1
best,bEst,20623,1
bestow,b1sto,56,2
bestowed,b1stod,46,2
bet,bEt,8763,1
beta,b8te,175,2
betcha,bECe,186,2
beth,bET,813,1
bethlehem,bETlehEm,85,3
betray,b1tr8,466,2
betrayal,b1tr8el,216,3
betrayed,b1tr8d,590,2
betraying,b1tr81N,101,3
betrothed,b1troDd,56,2
betrothed,b1troDd,56,2
bets,bEts,537,1
better,bEt3r,40494,2
betting,bEt1N,430,2
betty,bEti,1246,2
between,b1twin,8932,2
between,bitwin,8932,2
beulah,bjule,78,2
beverage,bEv3r1G,119,3
beverage,bEvr1G,119,2
beverages,bEvr1Gez,61,3
beware,b1wEr,292,2
bewildered,b1w1ld3rd,52,3
bewitched,b1w1Ct,75,2
beyond,b1jand,2200,2
beyond,b1jcnd,2200,2
beyond,bijcnd,2200,2
bi,b5,45,1
bianco,biaNko,45,3
bias,b5es,82,2
biased,b5est,47,2
bib,b1b,25,1
bible,b5bel,935,2
bibles,b5belz,60,2
biblical,b1bl1kel,114,3
biblical,b1blekel,114,3
biceps,b5sEps,48,2
bickering,b1k3r1N,70,3
bicycle,b5s1kel,337,3
bid,b1d,642,1
bidder,b1d3r,88,2
bidding,b1d1N,234,2
bide,b5d,28,1
bidet,b1d8,18,2
bidet,bed8,18,2
bids,b1dz,81,1
biff,b1f,150,1
big,b1g,34824,1
bigfoot,b1gfUt,49,2
bigger,b1g3r,2765,2
biggest,b1gest,2085,2
biggie,b1gi,105,2
biggish,b1g1S,1,2
bijou,biZu,93,2
bike,b5k,1320,1
biker,b5k3r,79,2
bikers,b5k3rz,61,2
bikes,b5ks,145,1
bikini,b1kini,188,3
bikinis,bekiniz,53,3
bilbo,b1lbo,61,2
bile,b5l,40,1
bilge,b1lG,56,1
bill,b1l,6041,1
billboard,b1lbcrd,69,2
billboards,b1lbcrdz,40,2
billiard,b1lj3rd,42,2
billie,b1li,379,2
billing,b1l1N,101,2
billings,b1l1Nz,113,2
billion,b1ljen,568,2
billionaire,b1ljenEr,98,3
billions,b1ljenz,203,2
bills,b1lz,1096,1
billy,b1li,3525,2
bimbo,b1mbo,107,2
bin,b1n,274,1
bind,b5nd,171,1
binding,b5nd1N,111,2
bing,b1N,233,1
binge,b1nG,47,1
bingo,b1Ngo,640,2
bink,b1Nk,42,1
binocular,b1nakjUl3r,1,4
binocular,benakjel3r,1,4
binoculars,benakjul3rz,80,4
bio,b5o,88,2
biography,b5agrefi,75,4
biological,b5elaG1kel,300,5
biologist,b5aleGest,64,4
biology,b5aleGi,250,4
biopsy,b5apsi,79,3
bipolar,b5pol3r,42,3
birch,b3rC,79,1
bird,b3rd,2318,1
birdcage,b3rdk8Z,24,2
birdhouse,b3rdhOs,13,2
birdie,b3rdi,253,2
birdman,b3rdm@n,44,2
birds,b3rdz,1320,1
birdseed,b3rdsid,18,2
birdy,b3rdi,54,2
birmingham,b3rm1Nh@m,102,3
birth,b3rT,1405,1
birthday,b3rTd8,4958,2
birthdays,b3rTd8z,154,2
birthmark,b3rTmark,85,2
birthplace,b3rTpl8s,41,2
birthright,b3rTr5t,46,2
biscuit,b1sket,191,2
biscuits,b1skets,167,2
bisexual,b5sEkSuel,54,4
bishop,b1Sep,855,2
bishops,b1Seps,41,2
bismarck,b1zmark,102,2
bison,b5sen,17,2
bisque,b1sk,20,1
bistro,b1stro,46,2
bistro,bistro,46,2
bit,b1t,11987,1
bitch,b1C,8609,1
bitches,b1C1z,640,2
bitching,b1C1N,95,2
bitchy,b1Ci,64,2
bite,b5t,2080,1
biter,b5t3r,29,2
bites,b5ts,280,1
biting,b5t1N,250,2
bits,b1ts,549,1
bitsy,b1tsi,45,2
bitten,b1ten,188,2
bitter,b1t3r,568,2
bitterness,b1t3rnes,72,3
bitty,b1ti,91,2
biz,b1z,95,1
bizarre,b1zar,372,2
bizarre,bezar,372,2
blab,bl@b,29,1
black,bl@k,8565,1
blackbird,bl@kb3rd,42,2
blackboard,bl@kbcrd,60,2
blacked,bl@kt,112,1
blackjack,bl@kG@k,208,2
blackmail,bl@km8l,394,2
blackmailed,bl@km8ld,98,2
blackmailer,bl@km8l3r,54,3
blackmailing,bl@km8l1N,102,3
blackness,bl@knes,45,2
blackout,bl@kOt,225,2
blackouts,bl@kOts,78,2
blacks,bl@ks,170,1
blacksmith,bl@ksm1T,107,2
bladder,bl@d3r,202,2
blade,bl8d,663,1
blades,bl8dz,166,1
blah,bla,686,1
blair,blEr,282,1
blake,bl8k,585,1
blame,bl8m,2998,1
blamed,bl8md,287,1
blames,bl8mz,105,1
blaming,bl8m1N,354,2
blanch,bl@nC,13,1
blanche,bl@nC,574,1
bland,bl@nd,55,1
blank,bl@Nk,495,1
blanket,bl@Nk1t,662,2
blanket,bl@Nket,662,2
blankets,bl@Nk1ts,260,2
blanks,bl@Nks,144,1
blare,blEr,20,1
blares,blErz,53,1
blaring,blEr1N,88,2
blasphemy,bl@sfemi,75,3
blast,bl@st,825,1
blasted,bl@st1d,229,2
blasted,bl@sted,229,2
blaster,bl@st3r,52,2
blasting,bl@st1N,99,2
blastoff,bl@stcf,32,2
blasts,bl@sts,47,1
blatant,bl8tent,58,2
blaze,bl8z,107,1
blazer,bl8z3r,62,2
blazes,bl8zez,76,2
blazing,bl8z1N,93,2
bleach,bliC,118,1
bleached,bliCt,49,1
bleachers,bliC3rz,59,2
bleak,blik,55,1
bleat,blit,6,1
bled,blEd,201,1
bleed,blid,515,1
bleeder,blid3r,60,2
bleeding,blid1N,1516,2
bleeds,blidz,75,1
bleep,blip,136,1
blend,blEnd,218,1
blender,blEnd3r,85,2
bless,blEs,1788,1
blessed,blEst,704,1
blessing,blEs1N,495,2
blessings,blEs1Nz,206,2
blest,blEst,5,1
blew,blu,1610,1
blight,bl5t,29,1
blimey,bl5mi,59,2
blimp,bl1mp,53,1
blind,bl5nd,2337,1
blinded,bl5nd1d,189,2
blindfold,bl5ndfold,88,2
blindfolded,bl5ndfolded,61,3
blinding,bl5nd1N,75,2
blindly,bl5ndli,56,2
blindness,bl5ndnes,67,2
blinds,bl5ndz,109,1
bling,bl1N,61,1
blink,bl1Nk,258,1
blinked,bl1Nkt,65,1
blinking,bl1Nk1N,113,2
blip,bl1p,41,1
bliss,bl1s,160,1
blister,bl1st3r,48,2
blisters,bl1st3rz,70,2
blithe,bl5D,11,1
blitz,bl1ts,64,1
blitzed,bl1tst,10,1
blitzes,bl1ts1z,2,2
blitzkrieg,bl1tskrig,16,2
blizzard,bl1z3rd,99,2
bloat,blot,26,1
bloated,bloted,86,2
blob,blab,60,1
bloc,blak,48,1
block,blak,2067,1
blockade,blak8d,78,2
